train_number,journey_date,current_station,next_station,station_sequence,current_departure_delay,previous_departure_delay,delay_change,next_station_sequence,scheduled_travel_time,route_progress,stations_remaining,historical_station_delay,historical_train_delay,scheduled_departure_hour,target_arrival_delay,day_of_week
12920,2026-08-25,KSV,MTJ,118,4.0,3.0,1.0,123,30,0.502127659574468,117,7.933333333333334,24.84733893557423,22.166666666666668,2.0,1
12920,2026-08-25,MTJ,AGC,123,10.0,4.0,6.0,131,37,0.5234042553191489,112,14.333333333333334,24.84733893557423,22.666666666666668,13.0,1
12920,2026-08-25,AGC,DHO,131,19.0,10.0,9.0,135,58,0.5574468085106383,104,25.6,24.84733893557423,23.333333333333332,-5.0,1
12920,2026-08-25,DHO,MRA,135,3.0,19.0,-16.0,139,37,0.574468085106383,100,15.933333333333334,24.84733893557423,0.25,-7.0,1
12920,2026-08-25,MRA,GWL,139,3.0,3.0,0.0,145,30,0.5914893617021276,96,7.6,24.84733893557423,0.8666666666666667,7.0,1
12920,2026-08-25,GWL,DBA,145,14.0,3.0,11.0,151,42,0.6170212765957447,90,18.666666666666668,24.84733893557423,1.3666666666666667,9.0,1
12920,2026-08-25,DBA,DAA,151,14.0,14.0,0.0,154,26,0.6425531914893617,84,16.333333333333332,24.84733893557423,2.066666666666667,18.0,1
12920,2026-08-25,DAA,VGLJ,154,24.0,14.0,10.0,156,37,0.6553191489361702,81,21.333333333333332,24.84733893557423,2.5,21.0,1
12920,2026-08-25,VGLJ,BAB,156,40.0,24.0,16.0,159,32,0.6638297872340425,79,16.0,24.84733893557423,3.216666666666667,36.0,1
12920,2026-08-25,BAB,LAR,159,69.0,40.0,29.0,168,44,0.676595744680851,76,21.666666666666668,24.84733893557423,3.65,107.0,1
12920,2026-08-25,LAR,BINA,168,116.0,69.0,47.0,175,69,0.7148936170212766,67,35.0,24.84733893557423,4.383333333333334,92.0,1
12920,2026-08-25,BINA,BAQ,175,97.0,116.0,-19.0,181,36,0.7446808510638298,60,20.6,24.84733893557423,5.583333333333333,101.0,1
12920,2026-08-25,BAQ,BHS,181,106.0,97.0,9.0,186,27,0.7702127659574468,54,27.666666666666668,24.84733893557423,6.133333333333334,115.0,1
12920,2026-08-25,BHS,NSZ,186,120.0,106.0,14.0,192,57,0.7914893617021277,49,37.0,24.84733893557423,6.583333333333333,118.0,1
12920,2026-08-25,SEH,KPP,198,174.0,174.0,0.0,202,27,0.8425531914893617,37,73.33333333333333,24.84733893557423,8.65,164.0,1
12920,2026-08-25,KPP,SJP,202,170.0,174.0,-4.0,204,13,0.8595744680851064,33,75.73333333333333,24.84733893557423,9.1,166.0,1
12920,2026-08-25,SJP,AKD,204,170.0,170.0,0.0,206,15,0.8680851063829788,31,76.6,24.84733893557423,9.333333333333334,165.0,1
12920,2026-08-25,AKD,BCH,206,169.0,170.0,-1.0,210,27,0.8765957446808511,29,75.46666666666667,24.84733893557423,9.566666666666666,161.0,1
12920,2026-08-25,BCH,MKC,210,166.0,169.0,-3.0,212,29,0.8936170212765957,25,74.53333333333333,24.84733893557423,10.033333333333333,150.0,1
12920,2026-08-25,MKC,UJN,212,158.0,166.0,-8.0,217,51,0.902127659574468,23,65.66666666666667,24.84733893557423,10.5,150.0,1
12920,2026-08-25,DWX,INDB,223,162.0,162.0,0.0,229,65,0.948936170212766,12,65.73333333333333,24.84733893557423,12.533333333333333,130.0,1
12951,2026-08-25,BVI,ST,18,16.0,16.0,0.0,59,143,0.08411214953271028,196,12.266666666666667,8.883495145631068,17.366666666666667,4.0,1
12951,2026-08-25,ST,BRC,59,9.0,16.0,-7.0,83,83,0.2757009345794392,155,9.466666666666667,8.883495145631068,19.8,12.0,1
12951,2026-08-25,BRC,RTM,83,20.0,9.0,11.0,119,199,0.3878504672897196,131,15.066666666666666,8.883495145631068,21.266666666666666,12.0,1
12951,2026-08-25,RTM,NAD,119,18.0,20.0,-2.0,124,43,0.5560747663551402,95,7.8,8.883495145631068,0.4666666666666667,12.0,1
12951,2026-08-25,NAD,KOTA,124,17.0,18.0,-1.0,151,127,0.5794392523364486,90,5.4,8.883495145631068,1.1666666666666667,19.0,1
12919,2026-08-26,INDB,DWX,7,11.0,6.0,5.0,13,46,0.029914529914529916,227,4.0,114.63283582089552,12.25,4.0,2
12919,2026-08-26,DWX,UJN,13,9.0,11.0,-2.0,19,54,0.05555555555555555,221,6.571428571428571,114.63283582089552,12.883333333333333,-10.0,2
12919,2026-08-26,MKC,BCH,24,9.0,9.0,0.0,26,16,0.10256410256410256,210,9.857142857142858,114.63283582089552,14.6,9.0,2
12919,2026-08-26,BCH,AKD,26,9.0,9.0,0.0,30,28,0.1111111111111111,208,12.571428571428571,114.63283582089552,14.883333333333333,3.0,2
12919,2026-08-26,AKD,SJP,30,7.0,9.0,-2.0,32,13,0.1282051282051282,204,7.142857142857143,114.63283582089552,15.333333333333334,4.0,2
12919,2026-08-26,SJP,KPP,32,8.0,7.0,1.0,34,15,0.13675213675213677,202,8.571428571428571,114.63283582089552,15.566666666666666,2.0,2
12919,2026-08-26,KPP,SEH,34,8.0,8.0,0.0,38,23,0.1452991452991453,200,6.428571428571429,114.63283582089552,15.8,10.0,2
12919,2026-08-26,SEH,SHRN,38,23.0,8.0,15.0,42,43,0.1623931623931624,196,10.142857142857142,114.63283582089552,16.183333333333334,17.0,2
12919,2026-08-26,SHRN,BPL,42,23.0,23.0,0.0,43,27,0.1794871794871795,192,4.0,114.63283582089552,16.916666666666668,37.0,2
12919,2026-08-26,NSZ,BHS,44,139.0,139.0,0.0,50,23,0.18803418803418803,190,41.857142857142854,114.63283582089552,17.733333333333334,156.0,2
12919,2026-08-26,BHS,BAQ,50,160.0,139.0,21.0,55,26,0.21367521367521367,184,77.85714285714286,114.63283582089552,18.116666666666667,170.0,2
12919,2026-08-26,BAQ,BINA,55,173.0,160.0,13.0,61,59,0.23504273504273504,179,96.85714285714286,114.63283582089552,18.55,176.0,2
12919,2026-08-26,BINA,LAR,61,193.0,173.0,20.0,68,44,0.2606837606837607,173,84.42857142857143,114.63283582089552,19.583333333333332,203.0,2
12919,2026-08-26,LAR,BAB,68,206.0,193.0,13.0,77,40,0.2905982905982906,166,107.0,114.63283582089552,20.266666666666666,202.0,2
12919,2026-08-26,BAB,VGLJ,77,207.0,206.0,1.0,80,36,0.32905982905982906,157,106.42857142857143,114.63283582089552,20.933333333333334,228.0,2
12919,2026-08-26,VGLJ,DAA,80,235.0,207.0,28.0,82,29,0.3418803418803419,154,101.0,114.63283582089552,21.633333333333333,236.0,2
12919,2026-08-26,DAA,DBA,82,240.0,235.0,5.0,85,23,0.3504273504273504,152,103.57142857142857,114.63283582089552,22.016666666666666,234.0,2
12919,2026-08-26,DBA,GWL,85,241.0,240.0,1.0,91,32,0.36324786324786323,149,110.14285714285714,114.63283582089552,22.4,237.0,2
12919,2026-08-26,GWL,MRA,91,246.0,241.0,5.0,97,31,0.3888888888888889,143,132.85714285714286,114.63283582089552,22.933333333333334,238.0,2
12919,2026-08-26,MRA,DHO,97,242.0,246.0,-4.0,101,43,0.41452991452991456,137,135.14285714285714,114.63283582089552,23.45,221.0,2
12919,2026-08-26,DHO,AGC,101,226.0,242.0,-16.0,105,32,0.43162393162393164,133,120.57142857142857,114.63283582089552,0.16666666666666666,233.0,2
12919,2026-08-26,AGC,MTJ,105,241.0,226.0,15.0,113,43,0.44871794871794873,129,130.0,114.63283582089552,0.75,235.0,2
12919,2026-08-26,MTJ,KSV,113,242.0,241.0,1.0,118,29,0.4829059829059829,121,132.0,114.63283582089552,1.4166666666666667,244.0,2
12919,2026-08-26,KSV,PWL,118,253.0,242.0,11.0,123,66,0.5042735042735043,116,142.42857142857142,114.63283582089552,1.9,212.0,2
12919,2026-08-26,PWL,BVH,123,216.0,253.0,-37.0,125,18,0.5256410256410257,111,107.0,114.63283582089552,3.0,214.0,2
12919,2026-08-26,BVH,FDB,125,219.0,216.0,3.0,127,11,0.5341880341880342,109,110.42857142857143,114.63283582089552,3.3,220.0,2
12919,2026-08-26,FDB,NZM,127,224.0,219.0,5.0,131,21,0.5427350427350427,107,122.28571428571429,114.63283582089552,3.4833333333333334,240.0,2
12919,2026-08-26,NZM,NDLS,131,246.0,224.0,22.0,135,27,0.5598290598290598,103,139.28571428571428,114.63283582089552,3.8333333333333335,247.0,2
12919,2026-08-26,NDLS,SNP,135,250.0,246.0,4.0,146,55,0.5769230769230769,99,137.0,114.63283582089552,4.5,259.0,2
12919,2026-08-26,SNP,PNP,146,262.0,250.0,12.0,152,30,0.6239316239316239,88,157.42857142857142,114.63283582089552,5.2,272.0,2
12919,2026-08-26,PNP,KUN,152,276.0,262.0,14.0,157,24,0.6495726495726496,82,188.0,114.63283582089552,5.7,277.0,2
12919,2026-08-26,KUN,KKDE,157,280.0,276.0,4.0,162,26,0.6709401709401709,77,190.85714285714286,114.63283582089552,6.1,274.0,2
12919,2026-08-26,KKDE,UMB,162,278.0,280.0,-2.0,168,60,0.6923076923076923,72,192.14285714285714,114.63283582089552,6.533333333333333,250.0,2
12919,2026-08-26,SIR,KNN,174,266.0,266.0,0.0,176,17,0.7435897435897436,60,205.42857142857142,114.63283582089552,8.166666666666666,263.0,2
12919,2026-08-26,KNN,LDH,176,264.0,266.0,-2.0,183,75,0.7521367521367521,58,205.0,114.63283582089552,8.45,223.0,2
12919,2026-08-26,LDH,JRC,183,229.0,264.0,-35.0,190,53,0.782051282051282,51,166.57142857142858,114.63283582089552,9.833333333333334,228.0,2
12919,2026-08-26,JRC,DZA,190,235.0,229.0,6.0,203,68,0.811965811965812,44,178.0,114.63283582089552,10.6,209.0,2
12919,2026-08-26,DZA,MEX,203,213.0,235.0,-22.0,206,17,0.8675213675213675,31,163.85714285714286,114.63283582089552,11.716666666666667,210.0,2
12919,2026-08-26,MEX,PTKC,206,214.0,213.0,1.0,213,29,0.8803418803418803,28,164.57142857142858,114.63283582089552,12.0,220.0,2
12919,2026-08-26,PTKC,MSKT,213,222.0,214.0,8.0,217,41,0.9102564102564102,21,172.42857142857142,114.63283582089552,12.5,211.0,2
12919,2026-08-26,MSKT,JAT,217,218.0,222.0,-4.0,227,82,0.9273504273504274,17,167.0,114.63283582089552,13.166666666666666,287.0,2
12919,2026-08-26,JAT,RMJK,227,288.0,218.0,70.0,231,49,0.9700854700854701,7,181.14285714285714,114.63283582089552,14.583333333333334,302.0,2
12919,2026-08-26,CRWL,SVDK,233,319.0,319.0,0.0,234,32,0.9957264957264957,1,213.28571428571428,114.63283582089552,16.0,306.0,2
12920,2026-08-26,CRWL,MCTM,2,9.0,7.0,2.0,3,19,0.00851063829787234,233,8.125,26.415243101182654,8.85,-2.0,2
12920,2026-08-26,MCTM,RMJK,3,8.0,9.0,-1.0,4,16,0.01276595744680851,232,2.3125,26.415243101182654,9.166666666666666,3.0,2
12920,2026-08-26,RMJK,JAT,4,5.0,8.0,-3.0,8,56,0.01702127659574468,231,8.125,26.415243101182654,9.433333333333334,5.0,2
12920,2026-08-26,JAT,MSKT,8,9.0,5.0,4.0,18,75,0.03404255319148936,227,11.125,26.415243101182654,10.5,6.0,2
12920,2026-08-26,MSKT,PTKC,18,10.0,9.0,1.0,22,40,0.07659574468085106,217,7.1875,26.415243101182654,11.616666666666667,3.0,2
12920,2026-08-26,PTKC,MEX,22,7.0,10.0,-3.0,29,36,0.09361702127659574,213,4.8125,26.415243101182654,12.3,4.0,2
12920,2026-08-26,MEX,DZA,29,10.0,7.0,3.0,32,17,0.12340425531914893,206,8.9375,26.415243101182654,12.883333333333333,7.0,2
12920,2026-08-26,DZA,JRC,32,11.0,10.0,1.0,45,67,0.13617021276595745,203,10.5625,26.415243101182654,13.166666666666666,-6.0,2
12920,2026-08-26,JRC,LDH,45,3.0,11.0,-8.0,52,50,0.19148936170212766,190,2.3125,26.415243101182654,14.3,-2.0,2
12920,2026-08-26,LDH,KNN,52,4.0,3.0,1.0,59,53,0.22127659574468084,183,-0.3125,26.415243101182654,15.25,-9.0,2
12920,2026-08-26,KNN,SIR,59,4.0,4.0,0.0,61,16,0.251063829787234,176,-4.9375,26.415243101182654,16.0,-1.0,2
12920,2026-08-26,SIR,UMB,61,4.0,4.0,0.0,67,46,0.25957446808510637,174,0.3125,26.415243101182654,16.266666666666666,4.0,2
12920,2026-08-26,UMB,KKDE,67,8.0,4.0,4.0,73,35,0.2851063829787234,168,0.5,26.415243101182654,17.083333333333332,3.0,2
12920,2026-08-26,KKDE,KUN,73,9.0,8.0,1.0,78,25,0.31063829787234043,162,9.666666666666666,26.415243101182654,17.616666666666667,5.0,2
12920,2026-08-26,KUN,PNP,78,8.0,9.0,-1.0,83,24,0.33191489361702126,157,11.375,26.415243101182654,18.033333333333335,11.0,2
12920,2026-08-26,PNP,SNP,83,17.0,8.0,9.0,90,30,0.35319148936170214,152,20.1875,26.415243101182654,18.433333333333334,15.0,2
12920,2026-08-26,SNP,SZM,90,19.0,17.0,2.0,99,42,0.3829787234042553,145,24.0,26.415243101182654,18.933333333333334,18.0,2
12920,2026-08-26,FDB,BVH,109,17.0,17.0,0.0,111,11,0.46382978723404256,126,12.3125,26.415243101182654,21.05,13.0,2
12920,2026-08-26,BVH,PWL,111,17.0,17.0,0.0,113,28,0.4723404255319149,124,12.375,26.415243101182654,21.233333333333334,7.0,2
12920,2026-08-26,PWL,KSV,113,19.0,17.0,2.0,118,28,0.4808510638297872,122,4.4375,26.415243101182654,21.7,14.0,2
12920,2026-08-26,KSV,MTJ,118,17.0,19.0,-2.0,123,30,0.502127659574468,117,7.5,26.415243101182654,22.166666666666668,16.0,2
12920,2026-08-26,MTJ,AGC,123,22.0,17.0,5.0,131,37,0.5234042553191489,112,13.5625,26.415243101182654,22.666666666666668,23.0,2
12920,2026-08-26,AGC,DHO,131,33.0,22.0,11.0,135,58,0.5574468085106383,104,24.8125,26.415243101182654,23.333333333333332,15.0,2
12920,2026-08-26,DHO,MRA,135,17.0,33.0,-16.0,139,37,0.574468085106383,100,14.625,26.415243101182654,0.25,-1.0,2
12920,2026-08-26,MRA,GWL,139,8.0,17.0,-9.0,145,30,0.5914893617021276,96,6.6875,26.415243101182654,0.8666666666666667,8.0,2
12920,2026-08-26,GWL,DBA,145,14.0,8.0,6.0,151,42,0.6170212765957447,90,17.9375,26.415243101182654,1.3666666666666667,8.0,2
12920,2026-08-26,DBA,DAA,151,11.0,14.0,-3.0,154,26,0.6425531914893617,84,15.875,26.415243101182654,2.066666666666667,9.0,2
12920,2026-08-26,DAA,VGLJ,154,14.0,11.0,3.0,156,37,0.6553191489361702,81,21.125,26.415243101182654,2.5,7.0,2
12920,2026-08-26,VGLJ,BAB,156,13.0,14.0,-1.0,159,32,0.6638297872340425,79,16.3125,26.415243101182654,3.216666666666667,11.0,2
12920,2026-08-26,BAB,LAR,159,18.0,13.0,5.0,168,44,0.676595744680851,76,22.5625,26.415243101182654,3.65,20.0,2
12920,2026-08-26,LAR,BINA,168,25.0,18.0,7.0,175,69,0.7148936170212766,67,39.5,26.415243101182654,4.383333333333334,6.0,2
12920,2026-08-26,BINA,BAQ,175,14.0,25.0,-11.0,181,36,0.7446808510638298,60,25.0625,26.415243101182654,5.583333333333333,15.0,2
12920,2026-08-26,BAQ,BHS,181,20.0,14.0,6.0,186,27,0.7702127659574468,54,32.25,26.415243101182654,6.133333333333334,20.0,2
12920,2026-08-26,BHS,NSZ,186,24.0,20.0,4.0,192,57,0.7914893617021277,49,41.875,26.415243101182654,6.583333333333333,28.0,2
12920,2026-08-26,SEH,KPP,198,62.0,62.0,0.0,202,27,0.8425531914893617,37,79.25,26.415243101182654,8.65,55.0,2
12920,2026-08-26,KPP,SJP,202,58.0,62.0,-4.0,204,13,0.8595744680851064,33,81.25,26.415243101182654,9.1,55.0,2
12920,2026-08-26,SJP,AKD,204,59.0,58.0,1.0,206,15,0.8680851063829788,31,82.1875,26.415243101182654,9.333333333333334,54.0,2
12920,2026-08-26,AKD,BCH,206,58.0,59.0,-1.0,210,27,0.8765957446808511,29,81.0625,26.415243101182654,9.566666666666666,51.0,2
12920,2026-08-26,BCH,MKC,210,58.0,58.0,0.0,212,29,0.8936170212765957,25,79.9375,26.415243101182654,10.033333333333333,44.0,2
12920,2026-08-26,MKC,UJN,212,54.0,58.0,-4.0,217,51,0.902127659574468,23,70.9375,26.415243101182654,10.5,74.0,2
12920,2026-08-26,DWX,INDB,223,58.0,58.0,0.0,229,65,0.948936170212766,12,71.5625,26.415243101182654,12.533333333333333,30.0,2
12920,2026-08-26,INDB,DADN,229,34.0,58.0,-24.0,235,50,0.9744680851063829,6,50.125,26.415243101182654,13.75,11.0,2
12951,2026-08-26,BVI,ST,18,17.0,17.0,0.0,59,143,0.08411214953271028,196,12.25,8.963636363636363,17.366666666666667,4.0,2
12951,2026-08-26,ST,BRC,59,7.0,17.0,-10.0,83,83,0.2757009345794392,155,9.125,8.963636363636363,19.8,11.0,2
12951,2026-08-26,BRC,RTM,83,14.0,7.0,7.0,119,199,0.3878504672897196,131,14.875,8.963636363636363,21.266666666666666,1.0,2
12951,2026-08-26,RTM,NAD,119,8.0,14.0,-6.0,124,43,0.5560747663551402,95,8.0625,8.963636363636363,0.4666666666666667,1.0,2
12951,2026-08-26,NAD,KOTA,124,6.0,8.0,-2.0,151,127,0.5794392523364486,90,5.8125,8.963636363636363,1.1666666666666667,8.0,2
12919,2026-08-27,INDB,DWX,7,12.0,5.0,7.0,13,46,0.029914529914529916,227,5.25,122.91644908616188,12.25,6.0,3
12919,2026-08-27,DWX,UJN,13,10.0,12.0,-2.0,19,54,0.05555555555555555,221,6.25,122.91644908616188,12.883333333333333,7.0,3
12919,2026-08-27,MKC,BCH,24,11.0,11.0,0.0,26,16,0.10256410256410256,210,9.0,122.91644908616188,14.6,8.0,3
12919,2026-08-27,BCH,AKD,26,11.0,11.0,0.0,30,28,0.1111111111111111,208,12.125,122.91644908616188,14.883333333333333,5.0,3
12919,2026-08-27,AKD,SJP,30,8.0,11.0,-3.0,32,13,0.1282051282051282,204,6.625,122.91644908616188,15.333333333333334,8.0,3
12919,2026-08-27,SJP,KPP,32,13.0,8.0,5.0,34,15,0.13675213675213677,202,8.0,122.91644908616188,15.566666666666666,8.0,3
12919,2026-08-27,KPP,SEH,34,14.0,13.0,1.0,38,23,0.1452991452991453,200,5.875,122.91644908616188,15.8,11.0,3
12919,2026-08-27,SEH,SHRN,38,19.0,14.0,5.0,42,43,0.1623931623931624,196,10.125,122.91644908616188,16.183333333333334,0.0,3
12919,2026-08-27,SHRN,BPL,42,14.0,19.0,-5.0,43,27,0.1794871794871795,192,5.625,122.91644908616188,16.916666666666668,81.0,3
12919,2026-08-27,NSZ,BHS,44,163.0,163.0,0.0,50,23,0.18803418803418803,190,44.875,122.91644908616188,17.733333333333334,199.0,3
12919,2026-08-27,BHS,BAQ,50,204.0,163.0,41.0,55,26,0.21367521367521367,184,87.625,122.91644908616188,18.116666666666667,209.0,3
12919,2026-08-27,BAQ,BINA,55,214.0,204.0,10.0,61,59,0.23504273504273504,179,106.0,122.91644908616188,18.55,196.0,3
12919,2026-08-27,BINA,LAR,61,201.0,214.0,-13.0,68,44,0.2606837606837607,173,95.875,122.91644908616188,19.583333333333332,211.0,3
12919,2026-08-27,LAR,BAB,68,217.0,201.0,16.0,77,40,0.2905982905982906,166,120.71428571428571,122.91644908616188,20.266666666666666,217.0,3
12919,2026-08-27,BAB,VGLJ,77,219.0,217.0,2.0,80,36,0.32905982905982906,157,118.375,122.91644908616188,20.933333333333334,207.0,3
12919,2026-08-27,VGLJ,DAA,80,213.0,219.0,-6.0,82,29,0.3418803418803419,154,116.875,122.91644908616188,21.633333333333333,213.0,3
12919,2026-08-27,DAA,DBA,82,221.0,213.0,8.0,85,23,0.3504273504273504,152,120.125,122.91644908616188,22.016666666666666,218.0,3
12919,2026-08-27,DBA,GWL,85,223.0,221.0,2.0,91,32,0.36324786324786323,149,125.625,122.91644908616188,22.4,221.0,3
12919,2026-08-27,GWL,MRA,91,225.0,223.0,2.0,97,31,0.3888888888888889,143,145.875,122.91644908616188,22.933333333333334,218.0,3
12919,2026-08-27,MRA,DHO,97,222.0,225.0,-3.0,101,43,0.41452991452991456,137,148.0,122.91644908616188,23.45,201.0,3
12919,2026-08-27,DHO,AGC,101,205.0,222.0,-17.0,105,32,0.43162393162393164,133,133.125,122.91644908616188,0.16666666666666666,230.0,3
12919,2026-08-27,AGC,MTJ,105,239.0,205.0,34.0,113,43,0.44871794871794873,129,142.875,122.91644908616188,0.75,235.0,3
12919,2026-08-27,MTJ,KSV,113,238.0,239.0,-1.0,118,29,0.4829059829059829,121,144.875,122.91644908616188,1.4166666666666667,239.0,3
12919,2026-08-27,KSV,PWL,118,246.0,238.0,8.0,123,66,0.5042735042735043,116,155.125,122.91644908616188,1.9,204.0,3
12919,2026-08-27,PWL,BVH,123,211.0,246.0,-35.0,125,18,0.5256410256410257,111,120.125,122.91644908616188,3.0,209.0,3
12919,2026-08-27,FDB,NZM,127,226.0,226.0,0.0,131,21,0.5427350427350427,107,134.5,122.91644908616188,3.4833333333333334,227.0,3
12919,2026-08-27,NZM,NDLS,131,231.0,226.0,5.0,135,27,0.5598290598290598,103,151.875,122.91644908616188,3.8333333333333335,225.0,3
12919,2026-08-27,NDLS,SNP,135,240.0,231.0,9.0,146,55,0.5769230769230769,99,150.75,122.91644908616188,4.5,258.0,3
12919,2026-08-27,SNP,PNP,146,260.0,240.0,20.0,152,30,0.6239316239316239,88,170.125,122.91644908616188,5.2,291.0,3
12919,2026-08-27,PNP,KUN,152,290.0,260.0,30.0,157,24,0.6495726495726496,82,198.5,122.91644908616188,5.7,287.0,3
12919,2026-08-27,KUN,KKDE,157,290.0,290.0,0.0,162,26,0.6709401709401709,77,201.625,122.91644908616188,6.1,283.0,3
12919,2026-08-27,KKDE,UMB,162,288.0,290.0,-2.0,168,60,0.6923076923076923,72,202.375,122.91644908616188,6.533333333333333,269.0,3
12919,2026-08-27,UMB,SIR,168,286.0,288.0,-2.0,174,38,0.717948717948718,66,198.625,122.91644908616188,7.583333333333333,302.0,3
12919,2026-08-27,SIR,KNN,174,306.0,286.0,20.0,176,17,0.7435897435897436,60,212.875,122.91644908616188,8.166666666666666,311.0,3
12919,2026-08-27,KNN,LDH,176,315.0,306.0,9.0,183,75,0.7521367521367521,58,212.25,122.91644908616188,8.45,277.0,3
12919,2026-08-27,LDH,JRC,183,281.0,315.0,-34.0,190,53,0.782051282051282,51,173.625,122.91644908616188,9.833333333333334,280.0,3
12919,2026-08-27,JRC,DZA,190,285.0,281.0,4.0,203,68,0.811965811965812,44,184.25,122.91644908616188,10.6,264.0,3
12919,2026-08-27,DZA,MEX,203,267.0,285.0,-18.0,206,17,0.8675213675213675,31,169.5,122.91644908616188,11.716666666666667,266.0,3
12919,2026-08-27,MEX,PTKC,206,269.0,267.0,2.0,213,29,0.8803418803418803,28,170.25,122.91644908616188,12.0,271.0,3
12919,2026-08-27,PTKC,MSKT,213,274.0,269.0,5.0,217,41,0.9102564102564102,21,178.375,122.91644908616188,12.5,264.0,3
12919,2026-08-27,MSKT,JAT,217,270.0,274.0,-4.0,227,82,0.9273504273504274,17,172.5,122.91644908616188,13.166666666666666,277.0,3
12919,2026-08-27,JAT,RMJK,227,280.0,270.0,10.0,231,49,0.9700854700854701,7,194.375,122.91644908616188,14.583333333333334,281.0,3
12919,2026-08-27,CRWL,SVDK,233,287.0,287.0,0.0,234,32,0.9957264957264957,1,225.875,122.91644908616188,16.0,275.0,3
12920,2026-08-27,CRWL,MCTM,2,16.0,11.0,5.0,3,19,0.00851063829787234,233,8.235294117647058,25.860321384425216,8.85,5.0,3
12920,2026-08-27,MCTM,RMJK,3,16.0,16.0,0.0,4,16,0.01276595744680851,232,2.0588235294117645,25.860321384425216,9.166666666666666,11.0,3
12920,2026-08-27,RMJK,JAT,4,15.0,16.0,-1.0,8,56,0.01702127659574468,231,7.823529411764706,25.860321384425216,9.433333333333334,5.0,3
12920,2026-08-27,JAT,MSKT,8,9.0,15.0,-6.0,18,75,0.03404255319148936,227,10.764705882352942,25.860321384425216,10.5,-4.0,3
12920,2026-08-27,MSKT,PTKC,18,6.0,9.0,-3.0,22,40,0.07659574468085106,217,7.117647058823529,25.860321384425216,11.616666666666667,4.0,3
12920,2026-08-27,PTKC,MEX,22,6.0,6.0,0.0,29,36,0.09361702127659574,213,4.705882352941177,25.860321384425216,12.3,3.0,3
12920,2026-08-27,MEX,DZA,29,8.0,6.0,2.0,32,17,0.12340425531914893,206,8.647058823529411,25.860321384425216,12.883333333333333,4.0,3
12920,2026-08-27,DZA,JRC,32,7.0,8.0,-1.0,45,67,0.13617021276595745,203,10.352941176470589,25.860321384425216,13.166666666666666,11.0,3
12920,2026-08-27,JRC,LDH,45,13.0,7.0,6.0,52,50,0.19148936170212766,190,1.8235294117647058,25.860321384425216,14.3,2.0,3
12920,2026-08-27,LDH,KNN,52,6.0,13.0,-7.0,59,53,0.22127659574468084,183,-0.4117647058823529,25.860321384425216,15.25,-6.0,3
12920,2026-08-27,KNN,SIR,59,3.0,6.0,-3.0,61,16,0.251063829787234,176,-5.176470588235294,25.860321384425216,16.0,-2.0,3
12920,2026-08-27,SIR,UMB,61,3.0,3.0,0.0,67,46,0.25957446808510637,174,0.23529411764705882,25.860321384425216,16.266666666666666,1.0,3
12920,2026-08-27,UMB,KKDE,67,7.0,3.0,4.0,73,35,0.2851063829787234,168,0.7058823529411765,25.860321384425216,17.083333333333332,4.0,3
12920,2026-08-27,KKDE,KUN,73,9.0,7.0,2.0,78,25,0.31063829787234043,162,9.25,25.860321384425216,17.616666666666667,4.0,3
12920,2026-08-27,KUN,PNP,78,9.0,9.0,0.0,83,24,0.33191489361702126,157,11.0,25.860321384425216,18.033333333333335,11.0,3
12920,2026-08-27,PNP,SNP,83,16.0,9.0,7.0,90,30,0.35319148936170214,152,19.647058823529413,25.860321384425216,18.433333333333334,17.0,3
12920,2026-08-27,SNP,SZM,90,22.0,16.0,6.0,99,42,0.3829787234042553,145,23.470588235294116,25.860321384425216,18.933333333333334,10.0,3
12920,2026-08-27,FDB,BVH,109,18.0,18.0,0.0,111,11,0.46382978723404256,126,12.352941176470589,25.860321384425216,21.05,18.0,3
12920,2026-08-27,BVH,PWL,111,22.0,18.0,4.0,113,28,0.4723404255319149,124,12.411764705882353,25.860321384425216,21.233333333333334,8.0,3
12920,2026-08-27,PWL,KSV,113,12.0,22.0,-10.0,118,28,0.4808510638297872,122,4.588235294117647,25.860321384425216,21.7,12.0,3
12920,2026-08-27,KSV,MTJ,118,14.0,12.0,2.0,123,30,0.502127659574468,117,7.882352941176471,25.860321384425216,22.166666666666668,16.0,3
12920,2026-08-27,MTJ,AGC,123,24.0,14.0,10.0,131,37,0.5234042553191489,112,13.705882352941176,25.860321384425216,22.666666666666668,27.0,3
12920,2026-08-27,AGC,DHO,131,33.0,24.0,9.0,135,58,0.5574468085106383,104,24.705882352941178,25.860321384425216,23.333333333333332,15.0,3
12920,2026-08-27,DHO,MRA,135,15.0,33.0,-18.0,139,37,0.574468085106383,100,14.647058823529411,25.860321384425216,0.25,1.0,3
12920,2026-08-27,MRA,GWL,139,9.0,15.0,-6.0,145,30,0.5914893617021276,96,6.235294117647059,25.860321384425216,0.8666666666666667,7.0,3
12920,2026-08-27,GWL,DBA,145,12.0,9.0,3.0,151,42,0.6170212765957447,90,17.352941176470587,25.860321384425216,1.3666666666666667,4.0,3
12920,2026-08-27,DBA,DAA,151,11.0,12.0,-1.0,154,26,0.6425531914893617,84,15.411764705882353,25.860321384425216,2.066666666666667,8.0,3
12920,2026-08-27,DAA,VGLJ,154,14.0,11.0,3.0,156,37,0.6553191489361702,81,20.41176470588235,25.860321384425216,2.5,3.0,3
