train_number,journey_date,current_station,next_station,station_sequence,current_departure_delay,previous_departure_delay,next_station_sequence,scheduled_travel_time,target_arrival_delay,day_of_week
12920,2026-08-25,VGLJ,BAB,156,40.0,24.0,159,32.0,36.0,1
12920,2026-08-25,BAB,LAR,159,69.0,40.0,168,44.0,107.0,1
12920,2026-08-25,LAR,BINA,168,116.0,69.0,175,69.0,92.0,1
12920,2026-08-25,BINA,BAQ,175,97.0,116.0,181,36.0,101.0,1
12920,2026-08-25,BAQ,BHS,181,106.0,97.0,186,27.0,115.0,1
12920,2026-08-25,BHS,NSZ,186,120.0,106.0,192,57.0,118.0,1
12920,2026-08-25,SEH,KPP,198,174.0,174.0,202,27.0,164.0,1
12920,2026-08-25,KPP,SJP,202,170.0,174.0,204,13.0,166.0,1
12920,2026-08-25,SJP,AKD,204,170.0,170.0,206,15.0,165.0,1
12920,2026-08-25,AKD,BCH,206,169.0,170.0,210,27.0,161.0,1
12920,2026-08-25,BCH,MKC,210,166.0,169.0,212,29.0,150.0,1
12920,2026-08-25,MKC,UJN,212,158.0,166.0,217,51.0,150.0,1
12920,2026-08-25,DWX,INDB,223,162.0,162.0,229,65.0,130.0,1
12920,2026-08-26,CRWL,MCTM,2,9.0,7.0,3,19.0,-2.0,2
12920,2026-08-26,MCTM,RMJK,3,8.0,9.0,4,16.0,3.0,2
12920,2026-08-26,RMJK,JAT,4,5.0,8.0,8,56.0,5.0,2
12920,2026-08-26,JAT,MSKT,8,9.0,5.0,18,75.0,6.0,2
12920,2026-08-26,MSKT,PTKC,18,10.0,9.0,22,40.0,3.0,2
12920,2026-08-26,PTKC,MEX,22,7.0,10.0,29,36.0,4.0,2
12920,2026-08-26,MEX,DZA,29,10.0,7.0,32,17.0,7.0,2
12920,2026-08-26,DZA,JRC,32,11.0,10.0,45,67.0,-6.0,2
12920,2026-08-26,JRC,LDH,45,3.0,11.0,52,50.0,-2.0,2
12920,2026-08-26,LDH,KNN,52,4.0,3.0,59,53.0,-9.0,2
12920,2026-08-26,KNN,SIR,59,4.0,4.0,61,16.0,-1.0,2
12920,2026-08-26,SIR,UMB,61,4.0,4.0,67,46.0,4.0,2
12920,2026-08-26,UMB,KKDE,67,8.0,4.0,73,35.0,3.0,2
12920,2026-08-26,KKDE,KUN,73,9.0,8.0,78,25.0,5.0,2
12920,2026-08-26,KUN,PNP,78,8.0,9.0,83,24.0,11.0,2
12920,2026-08-26,PNP,SNP,83,17.0,8.0,90,30.0,15.0,2
12920,2026-08-26,SNP,SZM,90,19.0,17.0,99,42.0,18.0,2
12920,2026-08-26,FDB,BVH,109,17.0,17.0,111,11.0,13.0,2
12920,2026-08-26,BVH,PWL,111,17.0,17.0,113,28.0,7.0,2
12920,2026-08-26,PWL,KSV,113,19.0,17.0,118,28.0,14.0,2
12920,2026-08-26,KSV,MTJ,118,17.0,19.0,123,30.0,16.0,2
12920,2026-08-26,MTJ,AGC,123,22.0,17.0,131,37.0,23.0,2
12920,2026-08-26,AGC,DHO,131,33.0,22.0,135,58.0,15.0,2
12920,2026-08-26,DHO,MRA,135,17.0,33.0,139,37.0,-1.0,2
12920,2026-08-26,MRA,GWL,139,8.0,17.0,145,30.0,8.0,2
12920,2026-08-26,GWL,DBA,145,14.0,8.0,151,42.0,8.0,2
12920,2026-08-26,DBA,DAA,151,11.0,14.0,154,26.0,9.0,2
12920,2026-08-26,DAA,VGLJ,154,14.0,11.0,156,37.0,7.0,2
12920,2026-08-26,VGLJ,BAB,156,13.0,14.0,159,32.0,11.0,2
12920,2026-08-26,BAB,LAR,159,18.0,13.0,168,44.0,20.0,2
12920,2026-08-26,LAR,BINA,168,25.0,18.0,175,69.0,6.0,2
12920,2026-08-26,BINA,BAQ,175,14.0,25.0,181,36.0,15.0,2
12920,2026-08-26,BAQ,BHS,181,20.0,14.0,186,27.0,20.0,2
12920,2026-08-26,BHS,NSZ,186,24.0,20.0,192,57.0,28.0,2
12920,2026-08-26,SEH,KPP,198,62.0,62.0,202,27.0,55.0,2
12920,2026-08-26,KPP,SJP,202,58.0,62.0,204,13.0,55.0,2
12920,2026-08-26,SJP,AKD,204,59.0,58.0,206,15.0,54.0,2
12920,2026-08-26,AKD,BCH,206,58.0,59.0,210,27.0,51.0,2
12920,2026-08-26,BCH,MKC,210,58.0,58.0,212,29.0,44.0,2
12920,2026-08-26,MKC,UJN,212,54.0,58.0,217,51.0,74.0,2
12920,2026-08-26,DWX,INDB,223,58.0,58.0,229,65.0,30.0,2
12920,2026-08-26,INDB,DADN,229,34.0,58.0,235,50.0,11.0,2
12920,2026-08-27,CRWL,MCTM,2,16.0,11.0,3,19.0,5.0,3
12920,2026-08-27,MCTM,RMJK,3,16.0,16.0,4,16.0,11.0,3
12920,2026-08-27,RMJK,JAT,4,15.0,16.0,8,56.0,5.0,3
12920,2026-08-27,JAT,MSKT,8,9.0,15.0,18,75.0,-4.0,3
12920,2026-08-27,MSKT,PTKC,18,6.0,9.0,22,40.0,4.0,3
12920,2026-08-27,PTKC,MEX,22,6.0,6.0,29,36.0,3.0,3
12920,2026-08-27,MEX,DZA,29,8.0,6.0,32,17.0,4.0,3
12920,2026-08-27,DZA,JRC,32,7.0,8.0,45,67.0,11.0,3
12920,2026-08-27,JRC,LDH,45,13.0,7.0,52,50.0,2.0,3
12920,2026-08-27,LDH,KNN,52,6.0,13.0,59,53.0,-6.0,3
12920,2026-08-27,KNN,SIR,59,3.0,6.0,61,16.0,-2.0,3
12920,2026-08-27,SIR,UMB,61,3.0,3.0,67,46.0,1.0,3
12920,2026-08-27,UMB,KKDE,67,7.0,3.0,73,35.0,4.0,3
12920,2026-08-27,KKDE,KUN,73,9.0,7.0,78,25.0,4.0,3
12920,2026-08-27,KUN,PNP,78,9.0,9.0,83,24.0,11.0,3
12920,2026-08-27,PNP,SNP,83,16.0,9.0,90,30.0,17.0,3
12920,2026-08-27,SNP,SZM,90,22.0,16.0,99,42.0,10.0,3
12920,2026-08-27,FDB,BVH,109,18.0,18.0,111,11.0,18.0,3
12920,2026-08-27,BVH,PWL,111,22.0,18.0,113,28.0,8.0,3
12920,2026-08-27,PWL,KSV,113,12.0,22.0,118,28.0,12.0,3
12920,2026-08-27,KSV,MTJ,118,14.0,12.0,123,30.0,16.0,3
12920,2026-08-27,MTJ,AGC,123,24.0,14.0,131,37.0,27.0,3
12920,2026-08-27,AGC,DHO,131,33.0,24.0,135,58.0,15.0,3
12920,2026-08-27,DHO,MRA,135,15.0,33.0,139,37.0,1.0,3
12920,2026-08-27,MRA,GWL,139,9.0,15.0,145,30.0,7.0,3
12920,2026-08-27,GWL,DBA,145,12.0,9.0,151,42.0,4.0,3
12920,2026-08-27,DBA,DAA,151,11.0,12.0,154,26.0,8.0,3
12920,2026-08-27,DAA,VGLJ,154,14.0,11.0,156,37.0,3.0,3
12920,2026-08-27,VGLJ,BAB,156,8.0,14.0,159,32.0,4.0,3
12920,2026-08-27,BAB,LAR,159,12.0,8.0,168,44.0,23.0,3
12920,2026-08-27,LAR,BINA,168,26.0,12.0,175,69.0,6.0,3
12920,2026-08-27,BINA,BAQ,175,11.0,26.0,181,36.0,5.0,3
12920,2026-08-27,BAQ,BHS,181,11.0,11.0,186,27.0,11.0,3
12920,2026-08-27,BHS,NSZ,186,14.0,11.0,192,57.0,-1.0,3
12920,2026-08-27,SEH,KPP,198,39.0,39.0,202,27.0,34.0,3
12920,2026-08-27,KPP,SJP,202,40.0,39.0,204,13.0,37.0,3
12920,2026-08-27,SJP,AKD,204,41.0,40.0,206,15.0,36.0,3
12920,2026-08-27,AKD,BCH,206,40.0,41.0,210,27.0,35.0,3
12920,2026-08-27,BCH,MKC,210,41.0,40.0,212,29.0,29.0,3
12920,2026-08-27,MKC,UJN,212,35.0,41.0,217,51.0,17.0,3
12920,2026-08-27,DWX,INDB,223,41.0,41.0,229,65.0,13.0,3
12920,2026-08-28,CRWL,MCTM,2,23.0,18.0,3,19.0,15.0,4
12920,2026-08-28,MCTM,RMJK,3,26.0,23.0,4,16.0,24.0,4
12920,2026-08-28,RMJK,JAT,4,23.0,26.0,8,56.0,20.0,4
12920,2026-08-28,JAT,MSKT,8,23.0,23.0,18,75.0,12.0,4
12920,2026-08-28,MSKT,PTKC,18,18.0,23.0,22,40.0,17.0,4
12920,2026-08-28,PTKC,MEX,22,18.0,18.0,29,36.0,20.0,4
12920,2026-08-28,MEX,DZA,29,25.0,18.0,32,17.0,24.0,4
12920,2026-08-28,DZA,JRC,32,27.0,25.0,45,67.0,12.0,4
12920,2026-08-28,JRC,LDH,45,15.0,27.0,52,50.0,5.0,4
12920,2026-08-28,LDH,KNN,52,8.0,15.0,59,53.0,-2.0,4
12920,2026-08-28,KNN,SIR,59,3.0,8.0,61,16.0,-2.0,4
12920,2026-08-28,SIR,UMB,61,2.0,3.0,67,46.0,-4.0,4
12920,2026-08-28,UMB,KKDE,67,4.0,2.0,73,35.0,4.0,4
12920,2026-08-28,KKDE,KUN,73,8.0,4.0,78,25.0,3.0,4
12920,2026-08-28,KUN,PNP,78,8.0,8.0,83,24.0,9.0,4
12920,2026-08-28,PNP,SNP,83,14.0,8.0,90,30.0,11.0,4
12920,2026-08-28,SNP,SZM,90,13.0,14.0,99,42.0,5.0,4
12920,2026-08-28,FDB,BVH,109,14.0,14.0,111,11.0,11.0,4
12920,2026-08-28,BVH,PWL,111,13.0,14.0,113,28.0,-2.0,4
12920,2026-08-28,PWL,KSV,113,2.0,13.0,118,28.0,-2.0,4
12920,2026-08-28,KSV,MTJ,118,2.0,2.0,123,30.0,-1.0,4
12920,2026-08-28,MTJ,AGC,123,6.0,2.0,131,37.0,13.0,4
12920,2026-08-28,AGC,DHO,131,17.0,6.0,135,58.0,-3.0,4
12920,2026-08-28,DHO,MRA,135,2.0,17.0,139,37.0,-12.0,4
12920,2026-08-28,MRA,GWL,139,3.0,2.0,145,30.0,4.0,4
12920,2026-08-28,GWL,DBA,145,10.0,3.0,151,42.0,3.0,4
12920,2026-08-28,DBA,DAA,151,8.0,10.0,154,26.0,3.0,4
12920,2026-08-28,DAA,VGLJ,154,8.0,8.0,156,37.0,9.0,4
12920,2026-08-28,VGLJ,BAB,156,8.0,8.0,159,32.0,10.0,4
12920,2026-08-28,BAB,LAR,159,18.0,8.0,168,44.0,21.0,4
12920,2026-08-28,LAR,BINA,168,26.0,18.0,175,69.0,2.0,4
12920,2026-08-28,BINA,BAQ,175,7.0,26.0,181,36.0,1.0,4
12920,2026-08-28,BAQ,BHS,181,4.0,7.0,186,27.0,5.0,4
12920,2026-08-28,BHS,NSZ,186,9.0,4.0,192,57.0,-2.0,4
12920,2026-08-28,SEH,KPP,198,45.0,45.0,202,27.0,37.0,4
12920,2026-08-28,KPP,SJP,202,40.0,45.0,204,13.0,37.0,4
12920,2026-08-28,SJP,AKD,204,41.0,40.0,206,15.0,36.0,4
12920,2026-08-28,AKD,BCH,206,38.0,41.0,210,27.0,37.0,4
12920,2026-08-28,BCH,MKC,210,42.0,38.0,212,29.0,27.0,4
12920,2026-08-28,MKC,UJN,212,35.0,42.0,217,51.0,14.0,4
12920,2026-08-28,DWX,INDB,223,30.0,30.0,229,65.0,-2.0,4
12920,2026-08-28,INDB,DADN,229,4.0,30.0,235,50.0,-6.0,4
12920,2026-08-29,CRWL,MCTM,2,13.0,4.0,3,19.0,2.0,5
12920,2026-08-29,MCTM,RMJK,3,11.0,13.0,4,16.0,21.0,5
12920,2026-08-29,RMJK,JAT,4,29.0,11.0,8,56.0,19.0,5
12920,2026-08-29,JAT,MSKT,8,25.0,29.0,18,75.0,11.0,5
12920,2026-08-29,MSKT,PTKC,18,17.0,25.0,22,40.0,15.0,5
12920,2026-08-29,PTKC,MEX,22,15.0,17.0,29,36.0,18.0,5
12920,2026-08-29,MEX,DZA,29,23.0,15.0,32,17.0,20.0,5
12920,2026-08-29,DZA,JRC,32,24.0,23.0,45,67.0,4.0,5
12920,2026-08-29,JRC,LDH,45,8.0,24.0,52,50.0,-6.0,5
12920,2026-08-29,LDH,KNN,52,4.0,8.0,59,53.0,3.0,5
12920,2026-08-29,KNN,SIR,59,7.0,4.0,61,16.0,2.0,5
12920,2026-08-29,SIR,UMB,61,7.0,7.0,67,46.0,3.0,5
12920,2026-08-29,UMB,KKDE,67,12.0,7.0,73,35.0,8.0,5
12920,2026-08-29,KKDE,KUN,73,12.0,12.0,78,25.0,8.0,5
12920,2026-08-29,KUN,PNP,78,12.0,12.0,83,24.0,15.0,5
12920,2026-08-29,PNP,SNP,83,19.0,12.0,90,30.0,17.0,5
12920,2026-08-29,SNP,SZM,90,20.0,19.0,99,42.0,15.0,5
12920,2026-08-29,FDB,BVH,109,19.0,19.0,111,11.0,15.0,5
12920,2026-08-29,BVH,PWL,111,19.0,19.0,113,28.0,4.0,5
12920,2026-08-29,PWL,KSV,113,8.0,19.0,118,28.0,4.0,5
12920,2026-08-29,KSV,MTJ,118,8.0,8.0,123,30.0,60.0,5
12920,2026-08-29,MTJ,AGC,123,68.0,8.0,131,37.0,72.0,5
12920,2026-08-29,AGC,DHO,131,81.0,68.0,135,58.0,67.0,5
12920,2026-08-29,DHO,MRA,135,70.0,81.0,139,37.0,56.0,5
12920,2026-08-29,MRA,GWL,139,62.0,70.0,145,30.0,57.0,5
12920,2026-08-29,GWL,DBA,145,64.0,62.0,151,42.0,58.0,5
12920,2026-08-29,DBA,DAA,151,62.0,64.0,154,26.0,59.0,5
12920,2026-08-29,DAA,VGLJ,154,63.0,62.0,156,37.0,45.0,5
12920,2026-08-29,VGLJ,BAB,156,51.0,63.0,159,32.0,47.0,5
12920,2026-08-29,BAB,LAR,159,52.0,51.0,168,44.0,60.0,5
12920,2026-08-29,LAR,BINA,168,77.0,52.0,175,69.0,57.0,5
12920,2026-08-29,BINA,BAQ,175,69.0,77.0,181,36.0,78.0,5
12920,2026-08-29,BAQ,BHS,181,83.0,69.0,186,27.0,84.0,5
12920,2026-08-29,BHS,NSZ,186,89.0,83.0,192,57.0,109.0,5
12920,2026-08-29,SEH,KPP,198,232.0,232.0,202,27.0,222.0,5
12920,2026-08-29,KPP,SJP,202,227.0,232.0,204,13.0,224.0,5
12920,2026-08-29,SJP,AKD,204,228.0,227.0,206,15.0,224.0,5
12920,2026-08-29,AKD,BCH,206,228.0,228.0,210,27.0,221.0,5
12920,2026-08-29,BCH,MKC,210,224.0,228.0,212,29.0,210.0,5
12920,2026-08-29,MKC,UJN,212,217.0,224.0,217,51.0,193.0,5
12920,2026-08-29,DWX,INDB,223,204.0,204.0,229,65.0,187.0,5
12920,2026-08-29,INDB,DADN,229,191.0,204.0,235,50.0,167.0,5
12920,2026-09-11,MCTM,RMJK,3,9.0,9.0,4,16.0,11.0,4
12920,2026-09-11,RMJK,JAT,4,10.0,9.0,8,56.0,7.0,4
12920,2026-09-11,JAT,MSKT,8,4.0,10.0,18,75.0,3.0,4
12920,2026-09-11,MSKT,PTKC,18,3.0,4.0,22,40.0,0.0,4
12920,2026-09-11,PTKC,MEX,22,0.0,3.0,29,36.0,4.0,4
12920,2026-09-11,MEX,DZA,29,5.0,0.0,32,17.0,6.0,4
12920,2026-09-11,DZA,JRC,32,7.0,5.0,45,67.0,6.0,4
12920,2026-09-11,JRC,LDH,45,6.0,7.0,52,50.0,-2.0,4
12920,2026-09-11,LDH,KNN,52,6.0,6.0,59,53.0,-2.0,4
12920,2026-09-11,KNN,SIR,59,0.0,6.0,61,16.0,0.0,4
12920,2026-09-11,SIR,UMB,61,0.0,0.0,67,46.0,0.0,4
12920,2026-09-11,UMB,KKDE,67,0.0,0.0,73,35.0,5.0,4
12920,2026-09-11,KKDE,KUN,73,5.0,0.0,78,25.0,4.0,4
12920,2026-09-11,KUN,PNP,78,4.0,5.0,83,24.0,9.0,4
12920,2026-09-11,PNP,SNP,83,22.0,4.0,90,30.0,29.0,4
12920,2026-09-11,SNP,SZM,90,30.0,22.0,99,42.0,22.0,4
12920,2026-09-11,SZM,NDLS,99,22.0,30.0,101,39.0,4.0,4
12920,2026-09-11,BVH,PWL,111,92.0,92.0,113,28.0,83.0,4
12920,2026-09-11,PWL,KSV,113,85.0,92.0,118,28.0,87.0,4
12920,2026-09-11,KSV,MTJ,118,87.0,85.0,123,30.0,96.0,4
12920,2026-09-11,MTJ,AGC,123,97.0,87.0,131,37.0,102.0,4
12920,2026-09-11,AGC,DHO,131,101.0,97.0,135,58.0,88.0,4
12920,2026-09-11,DHO,MRA,135,88.0,101.0,139,37.0,73.0,4
12920,2026-09-11,MRA,GWL,139,74.0,88.0,145,30.0,80.0,4
12920,2026-09-11,GWL,DBA,145,90.0,74.0,151,42.0,91.0,4
12920,2026-09-11,DBA,DAA,151,91.0,90.0,154,26.0,92.0,4
12920,2026-09-11,DAA,VGLJ,154,92.0,91.0,156,37.0,78.0,4
12920,2026-09-11,VGLJ,BAB,156,78.0,92.0,159,32.0,80.0,4
12920,2026-09-11,BAB,LAR,159,80.0,78.0,168,44.0,82.0,4
12920,2026-09-11,LAR,BINA,168,83.0,80.0,175,69.0,58.0,4
12920,2026-09-11,BINA,BAQ,175,57.0,83.0,181,36.0,62.0,4
12920,2026-09-11,BAQ,BHS,181,62.0,57.0,186,27.0,63.0,4
12920,2026-09-11,BHS,NSZ,186,64.0,62.0,192,57.0,46.0,4
12920,2026-09-11,NSZ,BPL,192,52.0,64.0,193,15.0,49.0,4
12920,2026-09-11,BPL,SHRN,193,92.0,52.0,194,41.0,89.0,4
12920,2026-09-11,SHRN,SEH,194,90.0,92.0,198,12.0,107.0,4
12920,2026-09-11,SEH,KPP,198,112.0,90.0,202,27.0,108.0,4
12920,2026-09-11,KPP,SJP,202,109.0,112.0,204,13.0,108.0,4
12920,2026-09-11,SJP,AKD,204,108.0,109.0,206,15.0,107.0,4
12920,2026-09-11,AKD,BCH,206,108.0,108.0,210,27.0,105.0,4
12920,2026-09-11,BCH,MKC,210,106.0,108.0,212,29.0,100.0,4
12920,2026-09-11,MKC,UJN,212,101.0,106.0,217,51.0,100.0,4
12920,2026-09-11,UJN,DWX,217,132.0,101.0,223,70.0,117.0,4
12920,2026-09-11,DWX,INDB,223,120.0,132.0,229,65.0,90.0,4
12920,2026-09-11,INDB,DADN,229,98.0,120.0,235,50.0,80.0,4
12951,2026-08-20,BVI,ST,18,15.0,15.0,59,143.0,7.0,3
12951,2026-08-20,ST,BRC,59,11.0,15.0,83,83.0,12.0,3
12951,2026-08-20,BRC,RTM,83,14.0,11.0,119,199.0,7.0,3
12951,2026-08-20,RTM,NAD,119,11.0,14.0,124,43.0,2.0,3
12951,2026-08-20,NAD,KOTA,124,8.0,11.0,151,127.0,6.0,3
12951,2026-08-21,BVI,ST,18,14.0,14.0,59,143.0,6.0,4
12951,2026-08-21,ST,BRC,59,10.0,14.0,83,83.0,9.0,4
12951,2026-08-21,BRC,RTM,83,12.0,10.0,119,199.0,0.0,4
12951,2026-08-21,RTM,NAD,119,7.0,12.0,124,43.0,-3.0,4
12951,2026-08-21,NAD,KOTA,124,4.0,7.0,151,127.0,10.0,4
12951,2026-08-22,BVI,ST,18,16.0,16.0,59,143.0,8.0,5
12951,2026-08-22,ST,BRC,59,13.0,16.0,83,83.0,11.0,5
12951,2026-08-22,BRC,RTM,83,15.0,13.0,119,199.0,12.0,5
12951,2026-08-22,RTM,NAD,119,15.0,15.0,124,43.0,8.0,5
12951,2026-08-22,NAD,KOTA,124,14.0,15.0,151,127.0,11.0,5
12951,2026-08-23,BVI,ST,18,11.0,11.0,59,143.0,15.0,6
12951,2026-08-23,ST,BRC,59,20.0,11.0,83,83.0,29.0,6
12951,2026-08-23,BRC,RTM,83,32.0,20.0,119,199.0,29.0,6
12951,2026-08-23,RTM,NAD,119,34.0,32.0,124,43.0,24.0,6
12951,2026-08-23,NAD,KOTA,124,29.0,34.0,151,127.0,35.0,6
12951,2026-08-24,ST,BRC,59,9.0,9.0,83,83.0,14.0,0
12951,2026-08-24,BRC,RTM,83,15.0,9.0,119,199.0,5.0,0
12951,2026-08-24,RTM,NAD,119,10.0,15.0,124,43.0,1.0,0
12951,2026-08-24,NAD,KOTA,124,6.0,10.0,151,127.0,7.0,0
12951,2026-08-25,BVI,ST,18,16.0,16.0,59,143.0,4.0,1
12951,2026-08-25,ST,BRC,59,9.0,16.0,83,83.0,12.0,1
12951,2026-08-25,BRC,RTM,83,20.0,9.0,119,199.0,12.0,1
12951,2026-08-25,RTM,NAD,119,18.0,20.0,124,43.0,12.0,1
12951,2026-08-25,NAD,KOTA,124,17.0,18.0,151,127.0,19.0,1
12951,2026-08-26,BVI,ST,18,17.0,17.0,59,143.0,4.0,2
12951,2026-08-26,ST,BRC,59,7.0,17.0,83,83.0,11.0,2
12951,2026-08-26,BRC,RTM,83,14.0,7.0,119,199.0,1.0,2
12951,2026-08-26,RTM,NAD,119,8.0,14.0,124,43.0,1.0,2
12951,2026-08-26,NAD,KOTA,124,6.0,8.0,151,127.0,8.0,2
12951,2026-08-27,ST,BRC,59,4.0,4.0,83,83.0,10.0,3
12951,2026-08-27,BRC,RTM,83,17.0,4.0,119,199.0,9.0,3
12951,2026-08-27,RTM,NAD,119,16.0,17.0,124,43.0,8.0,3
12951,2026-08-27,NAD,KOTA,124,13.0,16.0,151,127.0,10.0,3
12951,2026-08-28,BVI,ST,18,18.0,18.0,59,143.0,12.0,4
12951,2026-08-28,ST,BRC,59,14.0,18.0,83,83.0,21.0,4
12951,2026-08-28,BRC,RTM,83,23.0,14.0,119,199.0,9.0,4
12951,2026-08-28,RTM,NAD,119,15.0,23.0,124,43.0,8.0,4
12951,2026-08-28,NAD,KOTA,124,13.0,15.0,151,127.0,7.0,4
12951,2026-08-29,BVI,ST,18,16.0,16.0,59,143.0,4.0,5
12951,2026-08-29,ST,BRC,59,8.0,16.0,83,83.0,10.0,5
12951,2026-08-29,BRC,RTM,83,14.0,8.0,119,199.0,6.0,5
12951,2026-08-29,RTM,NAD,119,14.0,14.0,124,43.0,3.0,5
12951,2026-08-29,NAD,KOTA,124,7.0,14.0,151,127.0,6.0,5
12951,2026-09-11,BVI,ST,19,17.0,1.0,60,143.0,8.0,4
12951,2026-09-11,ST,BRC,60,9.0,17.0,84,83.0,9.0,4
12951,2026-09-11,BRC,RTM,84,8.0,9.0,120,199.0,6.0,4
12951,2026-09-11,RTM,NAD,120,7.0,8.0,125,43.0,5.0,4
12951,2026-09-11,NAD,KOTA,125,5.0,7.0,152,127.0,9.0,4
12951,2026-09-11,KOTA,NDLS,152,11.0,5.0,215,317.0,3.0,4
12952,2026-08-20,KOTA,NAD,64,24.0,24.0,91,147.0,13.0,3
12952,2026-08-20,NAD,RTM,91,17.0,24.0,96,33.0,9.0,3
12952,2026-08-20,BRC,ST,132,2.0,2.0,156,93.0,2.0,3
12952,2026-08-20,ST,BVI,156,7.0,2.0,197,145.0,22.0,3
12952,2026-08-21,KOTA,NAD,64,12.0,12.0,91,147.0,4.0,4
12952,2026-08-21,NAD,RTM,91,7.0,12.0,96,33.0,7.0,4
12952,2026-08-21,BRC,ST,132,2.0,2.0,156,93.0,4.0,4
12952,2026-08-21,ST,BVI,156,2.0,2.0,197,145.0,21.0,4
12952,2026-08-22,KOTA,NAD,64,20.0,20.0,91,147.0,9.0,5
12952,2026-08-22,NAD,RTM,91,12.0,20.0,96,33.0,5.0,5
12952,2026-08-22,BRC,ST,132,4.0,4.0,156,93.0,-2.0,5
12952,2026-08-22,ST,BVI,156,3.0,4.0,197,145.0,12.0,5
12952,2026-08-22,BVI,MMCT,197,16.0,3.0,214,57.0,-9.0,5
12952,2026-08-23,KOTA,NAD,64,8.0,8.0,91,147.0,-2.0,6
12952,2026-08-23,NAD,RTM,91,3.0,8.0,96,33.0,5.0,6
12952,2026-08-23,BRC,ST,132,7.0,7.0,156,93.0,6.0,6
12952,2026-09-11,KOTA,NAD,64,71.0,51.0,91,147.0,68.0,4
12952,2026-09-11,NAD,RTM,91,68.0,71.0,96,33.0,74.0,4
12952,2026-09-11,RTM,BRC,96,75.0,68.0,132,190.0,67.0,4
12952,2026-09-11,BRC,ST,132,68.0,75.0,156,93.0,67.0,4
